record_type,rank,models,handle,title,type,us_listed,us_in_stock,us_price,ca_listed,ca_in_stock,ca_price,current_model_tags,legacy_model_tags,discontinued_models_listed,n_discontinued_listed,page_fit_text,evidence_count,best_quotes,oem_status,competitor_price_band,class_abc,liability,h2s_printability,suggested_next
accessory_fit,,,radrunner-3-passenger-package,RadRunner 3/RadRunner Max Passenger Package,Accessories,Y,Y,139.00,Y,Y,179.00,RRn3+;RRnMax,,RRn3+,1,Compatibility | RadRunner 3 Plus and RadRunner Max. | Have a RadRunner or RadRunner Plus? You’ll need the | RadRunner Passenger Package | . | Not compatible with panniers or other rear-mounted storage. | Details | Rear passenger seat with durable vinyl top and 2.75” foam padding | Can be aligned wit,,,,,,,,
accessory_fit,,,radrunner-3-plus-center-kickstand,RadRunner 3 Plus Center Kickstand,Spare Parts,Y,Y,75.00,Y,Y,89.00,RRn3+,,RRn3+,1,Compatibility | RadRunner Max MY25 (2025) | RadRunner 3 Plus (2023-2025) | Spare and replacement parts are not eligible for returns or refunds. | Decrease quantity for RadRunner 3 Plus Center Kickstand | Increase quantity for RadRunner 3 Plus Center Kickstand | Add to Cart | Free shipping on orders ,,,,,,,,
accessory_fit,,,radrunner-caboose,RadRunner Caboose,Accessories,Y,Y,199.00,Y,N,269.00,RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax,RRn1,RRn+;RRn1;RRn2;RRn3+,4,Compatibility | All RadRunner models | Requires RadRunner Passenger Package (comes standard on the RadRunner Plus) | RadRunner 3 Plus and RadRunner Max requires the RadRunner 3/RadRunner Max Passenger Package | RadRunner 1 & 2 and RadRunner (MY 2025) require the RadRunner Passenger Package | Not com,,,,,,,,
accessory_fit,,,radrunner-center-console,RadRunner 2 Console,Accessories,Y,Y,74.25,Y,Y,74.25,RRn+;RRn+-MY25;RRn-MY25;RRn2,RRn1,RRn+;RRn1;RRn2,3,Compatibility | RadRunner 2 | RadRunner Plus | RadRunner 1 | RadRunner (MY 2025) | RadRunner Plus (MY 2025) | Have a RadRunner 3 Plus or RadRunner Max? You’ll need the | RadRunner 3 Console | instead. | Details | Elastic band to secure phone | Fully removeable lid accomodates bulkier items | 12L cap,,,,,,,,
accessory_fit,,,radrunner-comfort-saddle,RadRunner 1 Comfort Saddle,Spare Parts,Y,Y,49.00,Y,Y,59.00,RRn+;RRn2,RRn1,RRn+;RRn1;RRn2,3,"Compatibility | RadRunner MY25 (2025) | RadRunner Plus MY25 (2025) | RadRunner 1-2 (2019-2024) | RadRunner 1 Plus (2020-2024) | seat | seat, comfort seat, RadRunner, saddle, comfort saddle | Spare and replacement parts are not eligible for returns or refunds. | seat | seat, comfort seat, RadRunner, ",,,,,,,,
accessory_fit,,,radrunner-driver-seat,RadRunner Driver Seat,Spare Parts,N,,,Y,Y,40.00,RRn+;RRn2,RRn1,RRn+;RRn1;RRn2,3,,,,,,,,,
accessory_fit,,,radrunner-full-fenders,RadRunner Full Fenders,Accessories,Y,Y,89.00,Y,Y,89.00,RRn-MY25;RRn2,RRn1,RRn1;RRn2,2,Compatibility | RadRunner 2 | RadRunner 1 | RadRunner (MY 2025) | Not compatible with the RadRunner Plus | Please contact us if you need replacement fenders for your RadRunner Plus | Details | Includes both front and rear fender | Mounting hardware included | Sizing & Capacity | Installation & Use |,,,,,,,,
accessory_fit,,,radrunner-passenger-bars,RadRunner Passenger Bars,Accessories,Y,Y,79.00,Y,N,94.00,RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax,RRn1,RRn+;RRn1;RRn2;RRn3+,4,Compatibility | For use with the Passenger Package on any RadRunner model | Details | Front and rear alloy bars (2 bars total) | Mounting hardware included | Sizing & Capacity | Installation & Use | Mounting Hardware included | Installation Instructions | Overview | The custom-fit RadRunner Passenge,,,,,,,,
accessory_fit,,,radrunner-passenger-package,RadRunner Passenger Package,Accessories,Y,N,109.00,N,,,RRn+;RRn2,RRn1,RRn+;RRn1;RRn2,3,Compatibility | RadRunner 2 | RadRunner Plus | RadRunner 1 | RadRunner (MY2025) | RadRunner Plus (MY2025) | Have a RadRunner 3 Plus or RadRunner Max? You’ll need the | RadRunner 3 Passenger Package | instead. | Details | Rear passenger seat with durable vinyl top and 2-¼” foam padding | Retractable ,,,,,,,,
accessory_fit,,,radrunner-range-extender,RadRunner Range Extender,Accessories,Y,Y,249.00,Y,Y,249.00,RRn+-MY25;RRn3+;RRnMax,,RRn3+,1,"Compatible with select Runner models, the Range Extender lets you add a second battery to ride longer, double your distance, or take it even further. | Battery sold separately. | Decrease quantity for RadRunner Range Extender | Increase quantity for RadRunner Range Extender | Add to Cart | Free ship",,,,,,,,
accessory_fit,,,radtrike-replacement-tire,RadTrike Replacement Tire,Spare Parts,Y,Y,44.00,N,,,RT,,RT,1,"Compatibility | RadTrike | Inner Tube - 18"" x 2.25"" | Details | DImensions: 18"" x 2.25"" | K-Shield puncture-resistant liner | Sizing & Capacity | Overview | Replacement tire for the RadTrike electric trike. | RadTrike Replacement Tire | You May Also Like | Out of Stock | Safe Shield™ Advanced Extern",,,,,,,,
accessory_fit,,,radwagon-4-caboose,RadWagon Caboose,Accessories,Y,Y,199.00,Y,Y,269.00,RW4;RW5,,RW4,1,Compatibility | RadWagon MY25 | RadWagon 5 | RadWagon 4 | Details | Optional internal rail can be added to provide a tighter fit | Aluminum construction with durable matte black finish | Stainless-steel hardware included | Can be used in tandem with up to two Thule Yepp Maxi Child Seats or up to two,,,,,,,,
accessory_fit,,,radwagon-4-deckhand,RadWagon Deckhand,Accessories,Y,Y,69.00,Y,Y,99.00,RW4;RW5,,RW4,1,"Compatibility | RadWagon MY25 | RadWagon 5 | RadWagon 4 | Details | Ergonomic hold geometry | Aluminum construction with durable matte-black finish | Stainless-steel hardware included | Can be used in tandem with one Thule Yepp Maxi Child Seat | Sizing & Capacity | Dimentions (WxH): 11.8"" x 9.25"" | ",,,,,,,,
accessory_fit,,,radwagon-4-passenger-cargo-bundle,RadWagon 4 Passenger & Cargo Bundle,Bundles,Y,N,299.00,N,,,,,,0,"Compatibility: | RadWagon 4 | Decrease quantity for RadWagon 4 Passenger &amp; Cargo Bundle | Increase quantity for RadWagon 4 Passenger &amp; Cargo Bundle | Out of Stock | Free shipping* | *Shipping fees and restrictions may apply in Alaska and Hawaii, see checkout. | RadWagon 4 Passenger & Cargo B",,,,,,,,
accessory_fit,,,radwagon-4-replacement-tire,RadWagon 4 Replacement Tire,Spare Parts,N,,,Y,N,49.00,RW4,,RW4,1,,,,,,,,,
accessory_fit,,,radwagon-4-running-board-set,RadWagon 4 Running Boards,Accessories,Y,Y,79.00,Y,N,99.00,RW4,,RW4,1,Compatibility | RadWagon MY25 | RadWagon 4 | Not compatible with the RadWagon 5 | Details | Easily mounts to the bottom of your bike’s frame | Can support up to 30 lb. on each side | Stylish wood paneling | Sizing & Capacity | Can support up to 30 lb. on each side | Installation & Use | Installation,,,,,,,,
accessory_fit,,,radwagon-5-deckpad,RadWagon 5 Deckpad,Accessories,N,,,Y,Y,119.00,RW4;RW5,,RW4,1,,,,,,,,,
accessory_fit,,,radwagon-5-family-kit,RadWagon 5 Family Bundle,Bundles,Y,N,357.00,N,,,,,,0,"Compatibility: | RadWagon 5 | Decrease quantity for RadWagon 5 Family Bundle | Increase quantity for RadWagon 5 Family Bundle | Out of Stock | Free shipping* | *Shipping fees and restrictions may apply in Alaska and Hawaii, see checkout. | RadWagon 5 Family Bundle | $357 | - | Out of Stock | You May",,,,,,,,
accessory_fit,,,radwagon-5-passenger-cargo-bundle,RadWagon 5 Passenger & Cargo Bundle,Bundles,Y,N,325.00,N,,,,,,0,"Compatibility: | RadWagon 5 | Decrease quantity for RadWagon 5 Passenger &amp; Cargo Bundle | Increase quantity for RadWagon 5 Passenger &amp; Cargo Bundle | Out of Stock | Free shipping* | *Shipping fees and restrictions may apply in Alaska and Hawaii, see checkout. | RadWagon 5 Passenger & Cargo B",,,,,,,,
accessory_fit,,,radwagon-5-running-boards,RadWagon 5 Running Boards,Accessories,N,,,Y,Y,159.00,RW4;RW5,,RW4,1,,,,,,,,,
accessory_fit,,,radwagon-5-tire-20-x-3-3,"RadWagon 5 Tire - 20"" x 3.3""",Spare Parts,Y,Y,65.00,Y,Y,75.00,RW5,,,0,Compatibility | RadRunner MY25 (2025) | RadRunner Plus MY25 (2025) | RadWagon 5 (2024-2025) | Replacement parts are not eligible for returns or refunds. | Decrease quantity for RadWagon 5 Tire - 20&quot; x 3.3&quot; | Increase quantity for RadWagon 5 Tire - 20&quot; x 3.3&quot; | Add to Cart | Free ,,,,,,,,
accessory_fit,,,radwagon-deckpad,RadWagon Deckpad,Accessories,Y,N,89.00,N,,,RW4;RW5,,RW4,1,"Compatibility | RadWagon MY25 | RadWagon 5 | RadWagon 4 | Details | Vegan leather material with cushioned base | Tool-less installation for easy on and off | Sold individually. Buy two for two passengers. | Sizing & Capacity | Dimensions: 13.5"" x 6.5"" x 2” | Weight: 2.1 lb (1.0 kg) | Suitable for on",,,,,,,,
accessory_fit,,,radwagon-passenger-pegs,RadWagon 4 Passenger Pegs,Accessories,Y,Y,25.00,Y,Y,35.00,RW4,,RW4,1,Compatibility | RadWagon MY25 | RadWagon 4 | Details | Can support up to 30 lb. on each side | Retractable | Two (2) pegs included per set | Up to two sets (4 pegs total) can fit on a RadWagon 4 or RadWagon MY25 | Sizing & Capacity | Can support up to 30 lb. on each side | Installation & Use | Insta,,,,,,,,
accessory_fit,,,radwagon-running-boards,RadWagon 5 Running Boards,Accessories,Y,Y,119.00,N,,,RW5,,,0,Compatibility | RadWagon 5 | Details | Simple one-piece design in cast aluminum | Perforated surface drains water and adds grip for feet | Holes can also be used for to secure cargo via straps | Easily mounts to your RadWagon frame | Can support up to 30 lb per side | Sizing & Capacity | Dimensions:,,,,,,,,
accessory_fit,,,reflective-sticker,Reflective Safety Sticker,Accessories,Y,Y,10.00,Y,Y,10.00,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,"Compatibility | All ebike models | Details | 12 stickers total in set | Sizing & Capacity | Installation & Use | Wipe down your bike. Ensure it is clean and dry before application. | Overview | Shine on, Rad rider! Enjoy more confidence riding at night with this set of Rad-branded reflective safety ",,,,,,,,
accessory_fit,,,replacement-keys,Rad Replacement Keys,Spare Parts,Y,Y,15.00,N,,,RE5;RRn+;RRn2;RW4,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RCST3;RE5;RM4;RMST2;RMis1;RR5;RRST1;RRn+;RRn1;RRn2;RW4,12,Compatibility | All 2018 and after ebike models | Sizing & Capacity | Overview | A set of 2 replacement keys. Used to turn the battery on or off and lock the battery to the frame. | Please submit your request for replacement keys at this | link | . Have the keycode from your battery ready for our te,,,,,,,,
accessory_fit,,,roadside-repair-tool-kit,Roadside Repair Tool Kit,Accessories,Y,Y,36.75,Y,Y,51.75,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,17,"Compatibility | All ebike models | Details | Kit includes: | 10 Zip Ties (6\"") | 18 mm Wrench | 8 / 10 mm wrench | Flat-side Cutters | Brake Inner Pad Adjustment Tool | 3 Tire Levers | Glueless Patch Kit (4 patches) | Multi-tool: | #2 Philips Head Screwdriver | Flathead Screwdriver | #2, #3, #4, #5,",,,,,,,,
accessory_fit,,,rotor-gemma-gr-180-180mm-x-2-3mm,Brake Rotor - RadExpand 5 Plus,Spare Parts,Y,Y,30.00,Y,Y,40.00,RE5+,,,0,Compatibility | RadRunner Max MY25 (2025) | RadExpand 5 Plus (2024-2025) | Replacement parts are not eligible for returns or refunds. | Decrease quantity for Brake Rotor - RadExpand 5 Plus | Increase quantity for Brake Rotor - RadExpand 5 Plus | Add to Cart | Free shipping on orders over $150* | *Sh,,,,,,,,
accessory_fit,,,rw4-tube-22x3-0-av40mm,"Inner Tube - 22"" x 3""",Spare Parts,Y,Y,22.00,Y,Y,19.00,RW4,,RW4,1,"Compatibility | RadWagon 4 | Rad Power Bikes by VEE Tire Co. Tire - 22"" x 3"" | Details | PSI Range: 45 - 65 PSI | 50 PSI is recommended | Sizing & Capacity | Overview | Replacement inner tube for 22” x 3"" tires. | Tire performance and replacement information | Inner Tube - 22"" x 3"" | You May Also Li",,,,,,,,
accessory_fit,,,saddle-bag,Saddle Bag,Accessories,Y,Y,18.75,Y,Y,29.25,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn2;RRn3+;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,"Compatibility | All ebikes except RadRunner 1, RadRunner 2, and RadRunner Plus | Compatible with 2025 RadRunner, RadRunner Plus, and RadRunner Max | Seat post must be at a height of 135 mm in order to fit properly, so it may not work for riders who need the saddle low. | Details | Reflective Rad Pow",,,,,,,,
accessory_fit,,,safe-shield-advanced-external-battery,Safe Shield™ Advanced External Battery (15 Ah),Spare Parts,Y,Y,599.00,Y,N,799.00,RE5;RE5+;RRn+;RRn2;RT;RW4;RW5,RM4;RMis1;RR5;RRn1,RE5;RM4;RMis1;RR5;RRn+;RRn1;RRn2;RT;RW4,9,"Compatibility | Comes standard on the RadWagon 5 and RadExpand 5 Plus | Compatible as an upgrade for the 2020 and later models that use an external battery including: | RadExpand 5 | RadMini 4 High-Step | RadRover 5 High-Step | RadRunner 1, 2 & Plus | RadTrike | RadWagon 4 | RadMission 1 | Not compa",,,,,,,,
accessory_fit,,,safe-shield-advanced-external-battery-13-ah,Safe Shield™ Advanced External Battery (13 Ah),Spare Parts,Y,Y,549.00,Y,N,599.00,RE5;RE5+;RRn+;RRn+-MY25;RRn-MY25;RRn2;RT;RW4;RW5,RM4;RMST2;RMis1;RR5;RRST1;RRn1,RE5;RM4;RMST2;RMis1;RR5;RRST1;RRn+;RRn1;RRn2;RT;RW4,11,Compatibility | Comes standard on the RadRunner (MY2025) and RadRunner Plus (MY2025) | Compatible as an upgrade or spare battery for the following models that use an external battery: | RadRover 5 High-Step | RadRover 1 Step-Thru | RadWagon 4 | RadWagon 5 | RadMini 4 High-Step | RadMini 2 Step-Thru ,,,,,,,,
accessory_fit,,,safe-shield-advanced-semi-integrated-battery,Safe Shield™ Advanced Semi-Integrated Battery (15 Ah),Spare Parts,Y,Y,599.00,Y,Y,799.00,RC5+;RC5+ST;RR6+;RR6+ST;RRn3+;RsR;RsT,,RC5+;RC5+ST;RR6+;RR6+ST;RRn3+,5,"Compatibility | Comes standard on the Radster Road and Radster Trail | Compatible as an upgrade or spare battery for the following models that use a semi-integrated battery: RadRunner 3 Plus, RadRover 6 Plus and RadCity 5 Plus | Not for use on non-Rad Power Bikes branded ebikes. | Details | Built-in",,,,,,,,
accessory_fit,,,safe-shield-basic-external-battery-10-ah,Safe Shield™ Basic External Battery (10 Ah),Spare Parts,N,,,Y,N,499.00,RE5;RE5+;RRn+;RRn-MY25;RRn2;RW4,RM4;RMST2;RR5;RRn1,RE5;RM4;RMST2;RR5;RRn+;RRn1;RRn2;RW4,8,,,,,,,,,
accessory_fit,,,safe-shield-radkick-battery,Safe Shield™ RadKick Battery (10 Ah),Spare Parts,Y,Y,349.00,Y,Y,499.00,RK,,,0,Compatibility | Comes standard on RadKick | Only compatible with RadKick ebikes | Not for use on non-Rad Power Bikes branded ebikes. | Details | Locks onto the bike with the key that comes with your bike | Built-in charge level indicator | Auto-resetting fuses | Battery management system with short ,,,,,,,,
accessory_fit,,,schrader-cst-tube-20x2-8-3-0,"Inner Tube - 20"" x 3""",Spare Parts,Y,Y,22.00,Y,Y,20.00,,,,0,"Compatibility | RadMini, RadMini Step-Thru | CST Big Boat Tire | Details | PSI Range: 5 - 30 PSI | 20 - 25 PSI is recommended | Sizing & Capacity | Overview | Replacement inner tube for 20"" tires 2.8"" - 3.0"" wide. | Tire performance and replacement information | Inner Tube - 20"" x 3"" | You May Also ",,,,,,,,
accessory_fit,,,seat,Seat,Spare Parts,Y,Y,45.00,Y,Y,39.00,RE5;RRn+;RRn2;RW4,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RCST3;RE5;RM4;RMST2;RMis1;RR5;RRST1;RRn+;RRn1;RRn2;RW4,12,Compatibility | RadRover 1-5 HS (2015-2021) | RadRover ST 1 (2020-2021) | RadWagon 1-4 (2015-2024) | RadMini 1-4 HS (2016-2022) | RadMini ST 1-2 (2019-2022) | RadCity 1-4 HS (2017-2022) | RadCity ST 1-3 (2018-2022) | RadRover 6 Plus HS (2022-2024) | RadRover 6 Plus ST (2022-2024) | RadCity 5 Plus HS,,,,,,,,
accessory_fit,,,semi-metallic-brake-pads,"Brake Pads - NUTT, YK-34, Semi-Metallic",Spare Parts,N,,,Y,N,25.00,RC5+;RC5+ST;RR6+;RR6+ST,,RC5+;RC5+ST;RR6+;RR6+ST,4,,,,,,,,,
accessory_fit,,,shifter,Shimano Shifter,Spare Parts,N,,,Y,Y,25.00,RC5+;RC5+ST;RE5;RE5+;RR6+;RR6+ST;RRn+;RRn3+;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RR5;RRST1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn3+;RW4,14,,,,,,,,,
accessory_fit,,,shifter-cable-universal,Shifter Cable Kits,Spare Parts,N,,,Y,Y,14.00,RC5+;RC5+ST;RE5;RE5+;RR6+;RR6+ST;RRn+;RRn3+;RsR;RsT,RC4;RCST3;RM4;RMST2;RR5;RRST1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn3+,13,,,,,,,,,
accessory_fit,,,small-basket,Small Basket,Accessories,Y,Y,89.00,Y,N,119.00,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,Compatibility | All 2018 and after model ebikes and etrikes | Front Rack | required for front-of-bike mounting | Rear Rack accessory is required for models that do not include an integrated rear rack | Details | Aluminum construction with durable matte black finish | Stainless-steel mounting hardwar,,,,,,,,
accessory_fit,,,small-basket-roll-top-liner,Small Basket Roll Top Liner,Accessories,Y,Y,51.75,Y,Y,74.25,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,Compatibility | All 2018 and after model ebikes | RadTrike - Also requires a small basket. | Designed to work with the Small Basket | Details | Water-proof base to minimize splashing | Velcro strap for secure attachment and easy detachment | High visibility interior makes it easy to find small items,,,,,,,,
accessory_fit,,,small-front-mounted-basket,Small Front-Mounted Basket,Accessories,Y,Y,89.00,Y,N,119.00,RC5+;RC5+ST;RE5;RE5+;RK;RR6+;RR6+ST;RRn+;RRn+-MY25;RRn-MY25;RRn2;RRn3+;RRnMax;RT;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2016);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RT;RW4,18,"Compatibility | All 2018 and after model ebikes | Compatible with: | Small Basket Bag | , | Small Basket Roll Top Liner | Not compatible with the Pet Basket Liner | Details | Durable aluminum siding | A wood bottom coated for water and UV resistance | Stainless steel fasteners | Compatible with Rad ",,,,,,,,
accessory_fit,,,sr-suntour-sp12-ncx-seatpost,SR Suntour SP12 NCX Seatpost,Accessories,N,,,Y,N,149.95,RE5;RE5+;RRn2;RRn3+;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2017);RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2017);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2015);RadRover (2016);RadRover (2017);RadRover (2018);RadRover (2019);RadWagon (2015);RadWagon (2016);RadWagon (2017);RadWagon (2018);RadWagon (2019),RC4;RCST3;RE5;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RRn2;RRn3+;RW4,12,,,,,,,,,
accessory_fit,,,standard-rad-headlight,Standard Rad Headlight,Spare Parts,N,,,Y,Y,25.00,RC5+;RC5+ST;RE5;RE5+;RR6+;RR6+ST;RRn+;RRn2;RRn3+;RW4;RW5;RsR;RsT,RC4;RCST3;RM4;RMST2;RMis1;RR5;RRST1;RRn1;RadCity (2018);RadCity (2019);RadCity Step-Thru (2018);RadCity Step-Thru (2019);RadMini (2018);RadMini (2019);RadMini Step-Thru (2019);RadRover (2018);RadRover (2019);RadWagon (2018);RadWagon (2019),RC4;RC5+;RC5+ST;RCST3;RE5;RM4;RMST2;RMis1;RR5;RR6+;RR6+ST;RRST1;RRn+;RRn1;RRn2;RRn3+;RW4,17,,,,,,,,,
accessory_fit,,,tail-light-radster,Taillight - Radster,Spare Parts,Y,Y,38.50,Y,Y,45.00,RsR;RsT,,,0,Compatibility | Radster Trail Lg (2024) | Radster Trail Reg (2024) | Radster Road Lg (2024) | Radster Road Reg (2024) | Decrease quantity for Taillight - Radster | Increase quantity for Taillight - Radster | Add to Cart | Free shipping on orders over $150* | *Shipping fees and restrictions may apply,,,,,,,,
accessory_fit,,,taillight-radexpand,Taillight - RadExpand,Spare Parts,Y,Y,27.50,Y,Y,34.00,RE5,,RE5,1,Compatibility | RadExpand | Sizing & Capacity | Overview | Integrated taillight with brake light indicator functionality for the RadExpand Electric Folding Bike. | Taillight - RadExpand | You May Also Like | Out of Stock | 1.5 | 2 Reviews | Headlight - Standard | $44 | Back Order | Out of Stock | 3.,,,,,,,,
accessory_fit,,,taillight-radexpand-5-plus,Taillight - RadExpand 5 Plus,Spare Parts,Y,Y,38.50,Y,Y,45.00,RE5+,,,0,Compatibility | RadExpand 5 Plus (2024) | Replacement parts are not eligible for returns or refunds. | Decrease quantity for Taillight - RadExpand 5 Plus | Increase quantity for Taillight - RadExpand 5 Plus | Back Order | Free shipping on orders over $150* | *Shipping fees and restrictions may apply,,,,,,,,
accessory_fit,,,taillight-radrover-6-plus,Taillight - RadRover 6 Plus/RadRunner 3 Plus,Spare Parts,Y,Y,27.50,Y,Y,30.00,RR6+;RR6+ST;RRn3+,,RR6+;RR6+ST;RRn3+,3,Compatibility | RadRover 6 Plus HS (2022-2024) | RadRover 6 Plus ST (2022-2024) | Decrease quantity for Taillight - RadRover 6 Plus/RadRunner 3 Plus | Increase quantity for Taillight - RadRover 6 Plus/RadRunner 3 Plus | Add to Cart | Free shipping on orders over $150* | *Shipping fees and restrictio,,,,,,,,
